Filename,Line Number,Extracted Text,Formatted Bilingual Text
adv_cidol-amao-3-000_01.txt,6,麻央先輩、相談に乗ってくださって\nありがとうございました！,<r\=麻央先輩、相談に乗ってくださって>麻央前辈，</r>\r\n<r\=ありがとうございました！>谢谢您愿意和我商量！</r>
adv_cidol-amao-3-000_01.txt,13,なに、先輩として\n当然のことをしたまでさ。,<r\=なに、先輩として>没什么，作为前辈</r>\r\n<r\=当然のことをしたまでさ。>我只是做了分内之事而已。</r>
adv_cidol-amao-3-002_01.txt,36,それで、新たなファンの方々も\n増えてきたところで、,<r\=それで、新たなファンの方々も>于是，在新增的粉丝们也</r>\r\n<r\=増えてきたところで、>逐渐增加的时候，</r>
adv_cidol-amao-3-002_01.txt,83,最高にカッコいいボクを\n見せてあげますよ。,<r\=最高にカッコいいボクを>让你见识一下最帅气的我</r>\r\n<r\=見せてあげますよ。>展示给你看。</r>
adv_cidol-amao-3-002_02.txt,45,……ああ、木の上に\n引っかかってしまったんだね。,<r\=……ああ、木の上に>……啊，原来是</r>\r\n<r\=引っかかってしまったんだね。>卡在树上了啊。</r>
adv_cidol-amao-3-002_03.txt,30,えー。なんでも頼んでいいって\n言ったのに……,<r\=えー。なんでも頼んでいいって>哎～。明明说了什么都</r>\r\n<r\=言ったのに……>可以点的……</r>
adv_cidol-amao-3-002_03.txt,61,アンケートって、なんだか\n緊張しますよね。ええっと……,<r\=アンケートって、なんだか>做问卷调查啊，总让人有点</r>\r\n<r\=緊張しますよね。ええっと……>紧张呢。那个……</r>
adv_cidol-amao-3-002_03.txt,69,麻央ちゃん、ライブ、\nとーってもよかったです！,<r\=麻央ちゃん、ライブ、>麻央的演唱会，</r>\r\n<r\=とーってもよかったです！>真的超级棒啊！</r>
adv_cidol-amao-3-007_02.txt,24,それはもう、\n憧れの楽曲ですからね。,<r\=それはもう、>那可是，</r>\r\n<r\=憧れの楽曲ですからね。>我憧憬已久的乐曲啊。</r>
adv_cidol-amao-3-007_02.txt,81,レッスンパートナーを\n付けましょう。,<r\=レッスンパートナーを>课程伙伴，去寻找吧。</r>
adv_cidol-amao-3-007_02.txt,94,経験者って――\nもしかして、星南会長？,<r\=経験者って――>有经验的人是指……</r>\r\n<r\=もしかして、星南会長？>难道说，是星南会长？</r>
adv_cidol-amao-3-007_03.txt,39,憧れの『Campus mode!!』を\n歌えるなんて――,<r\=憧れの『Campus mode!!』を>能够演唱憧憬已久的《Campus mode!!》，</r>\r\n<r\=歌えるなんて――>真的是——</r>
adv_cidol-amao-3-007_03.txt,108,『Campus mode!!』は、\n先輩たちの想いを\n受け継いできた楽曲だから、,<r\=『Campus mode!!』は、>『Campus mode!!』是一首</r>\r\n<r\=先輩たちの想いを>传承了前辈们的心意</r>\r\n<r\=受け継いできた楽曲だから、>的乐曲，</r>
adv_cidol-amao-3-007_03.txt,121,今日のステージに足を運んで\nくれたファンの中にも、,<r\=今日のステージに足を運んで>今天专程来到舞台现场的，</r>\r\n<r\=くれたファンの中にも、>粉丝们中也有</r>
adv_cidol-amao-3-009_02.txt,37,すぐに繕えるように\nしておかなければなりませんから。,<r\=すぐに繕えるように>必须提前做好准备</r>\r\n<r\=しておかなければなりませんから。>以便能够立即修补。</r>
adv_cidol-amao-3-009_02.txt,109,そうですね。最適な配置の\nバランスを考えるのは、,<r\=そうですね。最適な配置の>是啊，考虑最佳</r>\r\n<r\=バランスを考えるのは、>配置的平衡，</r>
adv_cidol-fktn-3-000_02.txt,164,納得できない？　じゃあ、\nもう少し言わせてもらうけど。,<r\=納得できない？　じゃあ、>无法接受吗？好吧，</r>\r\n<r\=もう少し言わせてもらうけど。>让我再说几句。</r>
adv_cidol-fktn-3-000_03.txt,46,幾つかのハードルを\n越える必要があるのですが。,<r\=幾つかのハードルを>需要跨越几个</r>\r\n<r\=越える必要があるのですが。>障碍。</r>
adv_cidol-fktn-3-000_03.txt,53,このために学園に入った\nまでありますよあたし！,<r\=このために学園に入った>为此我才进入</r>\r\n<r\=までありますよあたし！>这所学院的呢！</r>
adv_cidol-fktn-3-001_01.txt,79,申し訳ない気持ちに\nなったりしてたんです。説明おわり。,<r\=申し訳ない気持ちに>感到抱歉的心情</r>\r\n<r\=なったりしてたんです。説明おわり。>之类的。说明结束。</r>
adv_cidol-fktn-3-007_01.txt,14,プロデューサーからの\n熱烈なアプローチっ――,<r\=プロデューサーからの>制作人发起的</r>\r\n<r\=熱烈なアプローチっ――>热烈追求啊――</r>
adv_cidol-fktn-3-007_01.txt,22,お～、自らハードルを\n上げましたね……？,<r\=お～、自らハードルを>哦～，你自己把门槛</r>\r\n<r\=上げましたね……？>提高了呢……？</r>
adv_cidol-fktn-3-007_01.txt,35,ウワーッ！　\nこ、これッ――もしかして！,<r\=ウワーッ！　>哇啊！</r>\r\n<r\=こ、これッ――もしかして！>这、这是——难道说！</r>
adv_cidol-hrnm-3-000_01.txt,135,そうです。なので、もっとイメージの\n解像度を上げるために、,<r\=そうです。なので、もっとイメージの>是的。因此，为了进一步提高</r>\r\n<r\=解像度を上げるために、>意象的解析度，</r>
adv_cidol-hrnm-3-000_01.txt,141,ざっとでいいので、素直な気持ちを、\nノートに書いてみてください。,<r\=ざっとでいいので、素直な気持ちを、>请大致地、坦率地写下你的心情，</r>\r\n<r\=ノートに書いてみてください。>试着写在笔记本上吧。</r>
adv_cidol-hrnm-3-000_01.txt,153,それは、はい。\nプロデューサーですので。,<r\=それは、はい。>是的。</r>\r\n<r\=プロデューサーですので。>因为是制作人。</r>
adv_cidol-hrnm-3-002_03.txt,19,んん～っ、歌うのって、\nやっぱり楽しいっ♪,<r\=んん～っ、歌うのって、>嗯～，唱歌果然还是……</r>\r\n<r\=やっぱり楽しいっ♪>很开心呢♪</r>
adv_cidol-hrnm-3-002_03.txt,23,姫崎さんは、本当に\n楽しそうに歌いますね。,<r\=姫崎さんは、本当に>姬崎小姐，你真的</r>\r\n<r\=楽しそうに歌いますね。>唱得很开心呢。</r>
adv_cidol-hrnm-3-002_03.txt,28,もともと、私がアイドルになろうって\n思ったきっかけは――,<r\=もともと、私がアイドルになろうって>原本，我之所以想成为偶像</r>\r\n<r\=思ったきっかけは――>的契机是——</r>
adv_cidol-hrnm-3-002_03.txt,32,小さい頃に観た、\nお歌のお姉さんだからね。,<r\=小さい頃に観た、>因为是我小时候看过的</r>\r\n<r\=お歌のお姉さんだからね。>唱歌的大姐姐嘛。</r>
adv_cidol-hrnm-3-002_03.txt,36,もちろん、ステージで歌うのが\n一番楽しいけど。,<r\=もちろん、ステージで歌うのが>固然在舞台上唱歌</r>\r\n<r\=一番楽しいけど。>是最开心的，不过。</r>
adv_cidol-hrnm-3-002_03.txt,45,カラオケで自由気ままに歌うのも、\nすっごく楽しいよ。,<r\=カラオケで自由気ままに歌うのも、>在卡拉OK随心所欲地唱歌，</r>\r\n<r\=すっごく楽しいよ。>真的超开心。</r>
adv_cidol-hrnm-3-002_03.txt,53,レッスンで歌うのは、\nまた違うんだよね。,<r\=レッスンで歌うのは、>在训练中唱歌的话，</r>\r\n<r\=また違うんだよね。>感觉又不一样呢。</r>
adv_cidol-hrnm-3-002_03.txt,60,上手く歌おうとか、成長しようとか、\nしっかり声を出そうとか――,<r\=上手く歌おうとか、成長しようとか、>想要唱得更好、想要有所成长、</r>\r\n<r\=しっかり声を出そうとか――>想要稳稳地发出声音——</r>
adv_cidol-hrnm-3-002_03.txt,64,いろいろ考えて歌ってるから、\n楽しむ余裕はちょっとないかも。,<r\=いろいろ考えて歌ってるから、>因为要考虑的事情太多，</r>\r\n<r\=楽しむ余裕はちょっとないかも。>可能没有余力享受这个过程了。</r>
adv_cidol-hrnm-3-002_03.txt,66,レッスンのときの姫崎さんは、\n本当に真剣ですからね。,<r\=レッスンのときの姫崎さんは、>姬崎同学训练时，</r>\r\n<r\=本当に真剣ですからね。>真的很认真呢。</r>
adv_cidol-hrnm-3-002_03.txt,78,……そっか。ちゃんと、\n見ててくれてたんだ。,<r\=……そっか。ちゃんと、>……是吗。原来你一直在……</r>\r\n<r\=見ててくれてたんだ。>好好地看着我啊。</r>
adv_cidol-hrnm-3-002_03.txt,92,ほんとはね、ちょっと、\n不安だったんだ。,<r\=ほんとはね、ちょっと、>其实呢，我有点</r>\r\n<r\=不安だったんだ。>不安的。</r>
adv_cidol-hrnm-3-002_03.txt,99,最近、{user}くんと、\nあんまりお話しできてなかったから、,<r\=最近、{user}くんと、>最近，都没怎么</r>\r\n<r\=あんまりお話しできてなかったから、>和{user}君说过话，所以，</r>
adv_cidol-hrnm-3-002_03.txt,106,私のこと、ちゃんと\n見てくれてるのかなって。,<r\=私のこと、ちゃんと>你是否有在好好</r>\r\n<r\=見てくれてるのかなって。>看着我呢？</r>
adv_cidol-hrnm-3-002_03.txt,117,きみが私のために頑張って\nくれてることも知ってる。,<r\=きみが私のために頑張って>我也知道你正在为我</r>\r\n<r\=くれてることも知ってる。>而努力这件事。</r>
adv_cidol-hrnm-3-002_03.txt,121,今日だって、こうして\n時間作ってくれたのに――,<r\=今日だって、こうして>今天也是，</r>\r\n<r\=時間作ってくれたのに――>特意为我腾出时间却——</r>
adv_cidol-hrnm-3-002_03.txt,125,だけど、もっと見てほしい……なんて、\n思っちゃったんだ。,<r\=だけど、もっと見てほしい……なんて、>可是，希望你能更多地注视着我……之类的，</r>\r\n<r\=思っちゃったんだ。> 我竟然这么想了。</r>
adv_cidol-hrnm-3-002_03.txt,134,あ、ご、ごめんね！\nなんか、変なこと言っちゃって、,<r\=あ、ご、ごめんね！>啊，对、对不起！</r>\r\n<r\=なんか、変なこと言っちゃって、>我好像说了奇怪的话，</r>
adv_cidol-hrnm-3-002_03.txt,142,姫崎さんのこと、しっかり\n見ているつもりで、,<r\=姫崎さんのこと、しっかり>关于姬崎小姐的事，我自认为</r>\r\n<r\=見ているつもりで、>一直在认真关注着，</r>
adv_cidol-hrnm-3-002_03.txt,158,あ、次、{user}くんの\n番だよ。曲入れないと――,<r\=あ、次、{user}くんの>啊，接下来轮到{user}君了。</r>\r\n<r\=番だよ。曲入れないと――>不放曲子的话——</r>
adv_cidol-hrnm-3-002_03.txt,168,今日は姫崎さんの歌を、\nもっと聴いていたいので。,<r\=今日は姫崎さんの歌を、>今天我还想多听听</r>\r\n<r\=もっと聴いていたいので。>姬崎小姐的歌声。</r>
adv_cidol-hrnm-3-002_03.txt,172,……そっか。えへへ。\nうん、わかったよ。,<r\=……そっか。えへへ。>……这样啊。嘿嘿。</r>\r\n<r\=うん、わかったよ。>嗯，我知道了。</r>
adv_cidol-hrnm-3-002_03.txt,178,今日はいっぱいお話しして、\nいっぱい私の歌を聴いてほしいな。,<r\=今日はいっぱいお話しして、>今天想和你聊很多很多，</r>\r\n<r\=いっぱい私の歌を聴いてほしいな。>也想让你多听听我的歌。</r>
adv_cidol-hrnm-3-002_03.txt,210,莉波お姉さんの膝枕。最近、\nあんまりできてなかったなぁって。,<r\=莉波お姉さんの膝枕。最近、>莉波姐姐的膝枕。最近，</r>\r\n<r\=あんまりできてなかったなぁって。>都没怎么享受到呢。</r>
adv_cidol-hrnm-3-002_03.txt,217,いえ、そ……それは、\nこんな場所ですし……,<r\=いえ、そ……それは、>不，那……那个……</r>\r\n<r\=こんな場所ですし……>在这种地方……</r>
adv_cidol-hrnm-3-002_03.txt,220,……今日は私の話、\n聞いてくれるんじゃなかったの？,<r\=……今日は私の話、>……今天不是说好了要听我说话的吗？</r>\r\n<r\=聞いてくれるんじゃなかったの？>不是说好了要听的吗？</r>
adv_cidol-hrnm-3-002_03.txt,228,疲れてたら、無理せずに、\n寝ちゃってもいんだよ？,<r\=疲れてたら、無理せずに、>如果累了的话，别勉强自己，</r>\r\n<r\=寝ちゃってもいんだよ？>直接去睡也没关系哦？</r>
adv_cidol-hrnm-3-002_03.txt,236,そしたら、昔みたく、\n子守歌を歌ってあげる。,<r\=そしたら、昔みたく、>那样的话，像以前那样，</r>\r\n<r\=子守歌を歌ってあげる。>给你唱摇篮曲。</r>
adv_cidol-hrnm-3-007_02.txt,180,お姉さんタイプの素質が\nあることには気付いていたけれど、,<r\=お姉さんタイプの素質が>虽然我早就发现自己</r>\r\n<r\=あることには気付いていたけれど、>具备大姐姐类型的潜质，但</r>
adv_cidol-hrnm-3-007_02.txt,184,こんなふうに、自然な形で\n引き出すことはできなかったわね。,<r\=こんなふうに、自然な形で>像这样以自然的方式</r>\r\n<r\=引き出すことはできなかったわね。>是无法引导出来的呢。</r>
adv_cidol-hrnm-3-007_02.txt,191,プロデューサーを目指す身として、\n不明を恥じるわ。,<r\=プロデューサーを目指す身として、>作为以制作人为目标的人，</r>\r\n<r\=不明を恥じるわ。>我为自己的无知感到羞愧。</r>
adv_cidol-hrnm-3-007_02.txt,204,{user}くんが、\n私の弟になるんです。,<r\={user}くんが、>{user}君要</r>\r\n<r\=私の弟になるんです。>成为我的弟弟了。</r>
adv_cidol-hrnm-3-007_02.txt,219,私がお姉さんになって、\n素の魅力を引き出す訓練で――,<r\=私がお姉さんになって、>当我成为姐姐后，</r>\r\n<r\=素の魅力を引き出す訓練で――>通过训练来激发你原本的魅力——</r>
adv_cidol-hrnm-3-007_02.txt,230,ど、独特のプロデュースを\nしているようね……,<r\=ど、独特のプロデュースを>这、这种独特的</r>\r\n<r\=しているようね……>制作方式，似乎……</r>
adv_cidol-hrnm-3-007_02.txt,236,あとでくわしく聞かせて\nもらうことにするわ。,<r\=あとでくわしく聞かせて>待会儿你得详细</r>\r\n<r\=もらうことにするわ。>告诉我哦。</r>
adv_cidol-hrnm-3-007_02.txt,256,少し厳しいレッスンになると思うけど、\n覚悟してね。,<r\=少し厳しいレッスンになると思うけど、>虽然可能会是一堂有点严格的课程，</r>\r\n<r\=覚悟してね。>但要做好心理准备哦。</r>
adv_cidol-hrnm-3-007_02.txt,275,違うわ。つま先はこう、\n指は美しく伸ばして――,<r\=違うわ。つま先はこう、>不对啦。脚尖要这样，</r>\r\n<r\=指は美しく伸ばして――>手指要优雅地伸展——</r>
adv_cidol-hrnm-3-007_02.txt,288,もっとよ。こう、翼のように、\n飛び立つハチドリのように――,<r\=もっとよ。こう、翼のように、>再多些。就像这样，像翅膀一样，</r>\r\n<r\=飛び立つハチドリのように――>像起飞的蜂鸟一样——</r>
adv_cidol-hrnm-3-007_02.txt,295,……～～～っ！\nわ、わかりましたぁ……！,<r\=……～～～っ！>……啊～～～！</r>\r\n<r\=わ、わかりましたぁ……！>我、我知道了啦……！</r>
adv_cidol-hrnm-3-007_02.txt,302,莉波、次のステップに移るときは、\nメリハリを意識して！,<r\=莉波、次のステップに移るときは、>莉波，进入下一阶段时，</r>\r\n<r\=メリハリを意識して！>要注意张弛有度！</r>
adv_cidol-hrnm-3-007_02.txt,310,違うわ。まだ頭で考えてる！\n動作を身体に叩き込んで！,<r\=違うわ。まだ頭で考えてる！>不对。你还在用脑子想！</r>\r\n<r\=動作を身体に叩き込んで！>要让动作成为身体的本能！</r>
adv_cidol-hrnm-3-007_02.txt,325,（こ、こんなに厳しい\n　星南会長、初めて……）,<r\=（こ、こんなに厳しい>（居、居然这么严厉</r>\r\n<r\=　星南会長、初めて……）>　星南会长，这还是第一次……）</r>
adv_cidol-hrnm-3-007_02.txt,328,（でも、なんだか嬉しいな。\n　会長に厳しくされるの……）,<r\=（でも、なんだか嬉しいな。>（不过，总觉得有点开心呢。</r>\r\n<r\=　会長に厳しくされるの……）>　被会长严格要求……）</r>
adv_cidol-hrnm-3-007_02.txt,332,（昔の私だったら、きっと、\n　優しくされてたから……）,<r\=（昔の私だったら、きっと、>（如果是过去的我，一定是因为</r>\r\n<r\=　優しくされてたから……）>　被温柔以待了……）</r>
adv_cidol-hrnm-3-007_02.txt,355,はい、会長。\nありがとうございました！,<r\=はい、会長。>好的，会长。</r>\r\n<r\=ありがとうございました！>谢谢您！</r>
adv_cidol-hrnm-3-007_02.txt,363,厳しい指導でしたが、\nなにか掴めましたか？,<r\=厳しい指導でしたが、>虽然指导很严格，</r>\r\n<r\=なにか掴めましたか？>你有所收获吗？</r>
adv_cidol-hrnm-3-007_02.txt,364,――うん。伝わった。\n星南会長の大切にしていること。,<r\=――うん。伝わった。>――嗯，我感受到了。</r>\r\n<r\=星南会長の大切にしていること。>星南会长最珍视的事物。</r>
adv_cidol-hrnm-3-007_02.txt,377,『Campus mode!!』を\n身に着けた、初星の先輩たちの想い、,<r\=『Campus mode!!』を>承载着『Campus mode!!』</r>\r\n<r\=身に着けた、初星の先輩たちの想い、>的初星前辈们的心意，</r>
adv_cidol-hrnm-3-007_03.txt,138,デザイナーさんに\n提出しただけです。,<r\=デザイナーさんに>只是提交给设计师</r>\r\n<r\=提出しただけです。>了。</r>
adv_cidol-hrnm-3-008_01.txt,168,……うーん、悩みってほどじゃ\nないんだけどね。,<r\=……うーん、悩みってほどじゃ>……嗯……虽然算不上什么烦恼</r>\r\n<r\=ないんだけどね。>不过呢。</r>
adv_cidol-hrnm-3-008_01.txt,207,プロデューサーさんに\n渡すチョコだよ。,<r\=プロデューサーさんに>这是要送给制作人先生</r>\r\n<r\=渡すチョコだよ。>的巧克力哦。</r>
adv_cidol-hrnm-3-008_01.txt,211,ほ、ほら、日頃からすごく\nお世話になってるから――,<r\=ほ、ほら、日頃からすごく>看、看吧，因为平时一直</r>\r\n<r\=お世話になってるから――>受你很多照顾所以——</r>
adv_cidol-hrnm-3-008_03.txt,33,（……{user}くん、\nチョコをくれる人は\nいるって言ってたけど）,<r\=（……{user}くん、>（……{user}君，</r>\r\n<r\=チョコをくれる人は>你说过会有送你巧克力的人</r>\r\n<r\=いるって言ってたけど）>不过……）</r>
adv_cidol-hrnm-3-008_03.txt,210,はいっ、バレンタインのチョコ、\n{user}くんに\nあげますっ！,<r\=はいっ、バレンタインのチョコ、>好、情人节巧克力、</r>\r\n<r\={user}くんに>要送给{user}君</r>\r\n<r\=あげますっ！>的哦！</r>
adv_cidol-hski-3-002_01.txt,13,……咲季さんが想像している\nようなものではなく。,<r\=……咲季さんが想像している>……并不是咲季小姐</r>\r\n<r\=ようなものではなく。>所想象的那样的。</r>
adv_cidol-hski-3-002_01.txt,24,アイドルに夏休みはないと、\nよく言われています。,<r\=アイドルに夏休みはないと、>人们常说道，</r>\r\n<r\=よく言われています。>偶像没有暑假。</r>
adv_cidol-hski-3-002_01.txt,34,授業がないぶん、自由時間は\n増えるけど……,<r\=授業がないぶん、自由時間は>虽然没课的话，自由时间</r>\r\n<r\=増えるけど……>会增加……</r>
adv_cidol-hski-3-002_01.txt,40,きちんと計画を立てなくちゃ、\n乗り切れないわ。,<r\=きちんと計画を立てなくちゃ、>必须好好制定计划，</r>\r\n<r\=乗り切れないわ。>否则撑不过去。</r>
adv_cidol-hski-3-002_01.txt,42,アイドル活動のスケジューリングは\nお任せください。,<r\=アイドル活動のスケジューリングは>偶像活动的行程安排</r>\r\n<r\=お任せください。>就交给我吧。</r>
adv_cidol-hski-3-002_01.txt,43,勝負に使うのは、夏休み中の\n休養計画です。,<r\=勝負に使うのは、夏休み中の>关键在于暑假期间的</r>\r\n<r\=休養計画です。>休养计划。</r>
adv_cidol-hski-3-002_01.txt,51,咲季さんらしい過ごし方で、\nとても心強いのですが。,<r\=咲季さんらしい過ごし方で、>这很符合咲季小姐一贯的作风，</r>\r\n<r\=とても心強いのですが。>让人感到非常可靠。</r>
adv_cidol-hski-3-002_01.txt,90,ところで……もちろん計画の実践には、\nあなたが付き合ってくれるのよね。,<r\=ところで……もちろん計画の実践には、>话说回来……当然在实践计划时，</r>\r\n<r\=あなたが付き合ってくれるのよね。>你会陪我一起的对吧。</r>
adv_cidol-hski-3-008_01.txt,101,初星学園伝統の衣装と楽曲で、\n『N.I.A』を勝ち抜いて\nいきましょう！,<r\=初星学園伝統の衣装と楽曲で、>以初星学园传统的服装与乐曲，</r>\r\n<r\=『N.I.A』を勝ち抜いて>在『N.I.A』中脱颖而出</r>\r\n<r\=いきましょう！>一起加油吧！</r>
adv_cidol-hski-3-008_02.txt,37,アイドルの衣装を戦闘服と呼ぶのは\nやめましょうね。それに……,<r\=アイドルの衣装を戦闘服と呼ぶのは>请不要将偶像的服装</r>\r\n<r\=やめましょうね。それに……>称为战斗服。还有……</r>
adv_cidol-hski-3-008_03.txt,56,はじめてファンレターを\n読んだ日のこと。,<r\=はじめてファンレターを>第一次读到粉丝来信</r>\r\n<r\=読んだ日のこと。>那天的情景。</r>
adv_cidol-hski-3-011_01.txt,93,あなたをプロデュースさせて\nください――って。,<r\=あなたをプロデュースさせて>请让我来为你打造形象</r>\r\n<r\=ください――って。>之类的。</r>
adv_cidol-hski-3-011_01.txt,168,そんな不屈のアイドルを\n育てたいと思ったんです。,<r\=そんな不屈のアイドルを>我就是想培养这样</r>\r\n<r\=育てたいと思ったんです。>不屈不挠的偶像。</r>
adv_cidol-hski-3-011_03.txt,70,思った瞬間に言ってしまっている\nような気がしますよ。,<r\=思った瞬間に言ってしまっている>总是在想到的瞬间就说出口</r>\r\n<r\=ような気がしますよ。>好像有这样的感觉。</r>
adv_cidol-hski-3-011_03.txt,86,であれば、いざ腹を割って話しましょう\nと、なっても……,<r\=であれば、いざ腹を割って話しましょう>既然如此，不妨开诚布公地谈谈吧</r>\r\n<r\=と、なっても……>就算演变成……的局面</r>
adv_cidol-hume-3-006_01.txt,97,佑芽さんにはこれを\n習得してもらいます。,<r\=佑芽さんにはこれを>要让佑芽小姐</r>\r\n<r\=習得してもらいます。>学会这个。</r>
adv_cidol-hume-3-006_02.txt,4,佑芽さん。以前、こう言ったのを\n覚えていますか？,<r\=佑芽さん。以前、こう言ったのを>佑芽小姐。以前说过的话</r>\r\n<r\=覚えていますか？>还记得吗？</r>
adv_cidol-hume-3-006_02.txt,10,このままアイドルとしての数値を\n積み上げて――,<r\=このままアイドルとしての数値を>就这样作为偶像积累数值</r>\r\n<r\=積み上げて――>继续提升——</r>
adv_cidol-hume-3-006_02.txt,11,無敵の咲季さんを\nすり潰してやりましょう、と。,<r\=無敵の咲季さんを>无敌的咲季小姐，</r>\r\n<r\=すり潰してやりましょう、と。>咱们来把她碾碎吧，这样说道。</r>
adv_cidol-hume-3-006_02.txt,109,では、元気にリベンジと\nいきましょうか。,<r\=では、元気にリベンジと>那么，就让我们元气满满地</r>\r\n<r\=いきましょうか。>开始复仇吧。</r>
adv_cidol-jsna-3-000_03.txt,14,新曲のレッスンに\n付きあってもらったの。,<r\=新曲のレッスンに>新曲的课程</r>\r\n<r\=付きあってもらったの。>是你陪我一起练习的。</r>
adv_cidol-jsna-3-002_01.txt,63,『N.I.A』で\n『Campus mode!!』を歌う\n生徒たちを支援することにもなる。,<r\=『N.I.A』で>通过在『N.I.A』上</r>\r\n<r\=『Campus mode!!』を歌う>演唱『Campus mode!!』</r>\r\n<r\=生徒たちを支援することにもなる。>来支持学生们。</r>
adv_cidol-jsna-3-002_01.txt,107,果たして追いつけるだろうかと\n悩むことがあります。,<r\=果たして追いつけるだろうかと>我有时会担心自己是否真的能赶上，</r>\r\n<r\=悩むことがあります。>为此感到烦恼。</r>
adv_cidol-jsna-3-003_02.txt,13,私の生配信を\n観てくれてありがとう。,<r\=私の生配信を>谢谢大家</r>\r\n<r\=観てくれてありがとう。>观看我的直播。</r>
adv_cidol-jsna-3-003_02.txt,23,バレンタインチョコレートの\n手作り配信をしていくわ。,<r\=バレンタインチョコレートの>我要开始直播手工制作</r>\r\n<r\=手作り配信をしていくわ。>情人节巧克力的节目了。</r>
adv_cidol-jsna-3-003_02.txt,52,いつも厳しい彼女が、いったいどんな\n可愛いチョコレートを作るのか――,<r\=いつも厳しい彼女が、いったいどんな>总是严厉的她究竟会做出怎样</r>\r\n<r\=可愛いチョコレートを作るのか――>可爱的巧克力呢——</r>
