Filename,Line Number,Extracted Text,Formatted Bilingual Text
adv_cidol-jsna-3-003_02.txt,178,作ればいいのだろう？　\nバレンタインのチョコレートとやらを。,<r\=作ればいいのだろう？　>只要做就行了吗？</r>\r\n<r\=バレンタインのチョコレートとやらを。>所谓的那个情人节巧克力。</r>
adv_cidol-jsna-3-003_02.txt,211,そうねえ……燕、あなたはどんな人が\n好みのタイプかしら？,<r\=そうねえ……燕、あなたはどんな人が>嗯……小燕，你喜欢</r>\r\n<r\=好みのタイプかしら？>什么样的人呢？</r>
adv_cidol-jsna-3-003_02.txt,233,あなたのしっかり仕事を果たそうとする\n姿勢、いいと思うわ。,<r\=あなたのしっかり仕事を果たそうとする>你认真完成工作的态度</r>\r\n<r\=姿勢、いいと思うわ。>我觉得很棒。</r>
adv_cidol-kcna-3-002_02.txt,102,ぜひ、アドバイスなど\nいただけたらとっ。,<r\=ぜひ、アドバイスなど>如果您能提供建议等</r>\r\n<r\=いただけたらとっ。>我将非常感激。</r>
adv_cidol-kcna-3-007_02.txt,226,すべてチェックしたと思って\nおりましたが！,<r\=すべてチェックしたと思って>我明明已经全部</r>\r\n<r\=おりましたが！>检查过了呀！</r>
adv_cidol-kcna-3-009_01.txt,24,倉本さんの予定には、いくつかの\n『ひな祭りパーティー』が\nありましたね。,<r\=倉本さんの予定には、いくつかの>仓本小姐的日程安排中，</r>\r\n<r\=『ひな祭りパーティー』が>有几个『女儿节派对』</r>\r\n<r\=ありましたね。>的样子呢。</r>
adv_cidol-kcna-3-009_01.txt,41,かしこまりました。もちろん、\nアイドルとしてのお仕事ですもの。,<r\=かしこまりました。もちろん、>明白了。当然，</r>\r\n<r\=アイドルとしてのお仕事ですもの。>作为偶像的工作嘛。</r>
adv_cidol-kcna-3-009_01.txt,47,決して失敗してはならない\nライブですわ。,<r\=決して失敗してはならない>绝对不能失败的</r>\r\n<r\=ライブですわ。>直播哦。</r>
adv_cidol-kcna-3-009_01.txt,51,ですけれど、先生。ほんのすこしだけ、\n肩の力を抜いてくださいませ。,<r\=ですけれど、先生。ほんのすこしだけ、>不过，老师。请您稍微</r>\r\n<r\=肩の力を抜いてくださいませ。>放松一下肩膀的力量。</r>
adv_cidol-kcna-3-009_01.txt,70,アイドルとしてライブができるだけの\n実力が付いてきましたので。,<r\=アイドルとしてライブができるだけの>作为偶像举办现场演出所需的</r>\r\n<r\=実力が付いてきましたので。>实力至此已经全部具备。</r>
adv_cidol-kcna-3-009_01.txt,88,サロンとしての性質を持った\nパーティーではありませんわ。,<r\=サロンとしての性質を持った>这并不是具有</r>\r\n<r\=パーティーではありませんわ。>沙龙性质的派对哦。</r>
adv_cidol-kcna-3-009_01.txt,112,『倉本本邸でパーティーをする』\nというものがありましたね。,<r\=『倉本本邸でパーティーをする』>『在仓本宅邸举办派对』</r>\r\n<r\=というものがありましたね。>有过这么一件事吧。</r>
adv_cidol-kcna-3-009_01.txt,119,はい……とってもお忙しい方々ばかり\nですのに……いつだって、,<r\=はい……とってもお忙しい方々ばかり>是啊……各位明明都如此忙碌</r>\r\n<r\=ですのに……いつだって、>……但无论何时、</r>
adv_cidol-kcna-3-009_01.txt,123,わたくしとの時間を\n優先してくださいますの。,<r\=わたくしとの時間を>您会优先考虑与我共度的时光</r>\r\n<r\=優先してくださいますの。>吗。</r>
adv_cidol-kcna-3-009_01.txt,128,そこには常に『倉本千奈ファースト』\nの精神があります。,<r\=そこには常に『倉本千奈ファースト』>那里始终存在着『仓本千奈优先』</r>\r\n<r\=の精神があります。>的精神。</r>
adv_cidol-kcna-3-009_01.txt,131,先生。わたくし、\n最初にお伝えしましたわ。,<r\=先生。わたくし、>老师。我，</r>\r\n<r\=最初にお伝えしましたわ。>一开始就跟您说过了。</r>
adv_cidol-kcna-3-009_03.txt,92,長年、厳しいレッスンを積んできた\nわけではありませんもの。,<r\=長年、厳しいレッスンを積んできた>我并没有经历过</r>\r\n<r\=わけではありませんもの。>多年累积的严格训练。</r>
adv_cidol-kcna-3-009_03.txt,127,そこまで高評価を\nいただいてしまっては……,<r\=そこまで高評価を>得到如此高度的评价</r>\r\n<r\=いただいてしまっては……>实在是……</r>
adv_cidol-kllj-3-005_03.txt,47,葛城さんの好きなロボットアニメ\nですね。,<r\=葛城さんの好きなロボットアニメ>是葛城小姐喜欢的机器人动画</r>\r\n<r\=ですね。>呢。</r>
adv_cidol-kllj-3-005_03.txt,62,ロボット自体も洗練されたデザインで\nとってもカッコいいんですけど、,<r\=ロボット自体も洗練されたデザインで>机器人本身的设计也非常精炼，</r>\r\n<r\=とってもカッコいいんですけど、>非常帅气，不过，</r>
adv_cidol-kllj-3-010_01.txt,94,気づいたら、すっかり遅い時間に\nなっちゃってました……。,<r\=気づいたら、すっかり遅い時間に>回过神来，时间已经</r>\r\n<r\=なっちゃってました……。>很晚了……。</r>
adv_cidol-shro-3-000_03.txt,102,そんなわたしを好きになって\nくれる人たちがいるなんて……,<r\=そんなわたしを好きになって>竟然还有人会喜欢这样的我</r>\r\n<r\=くれる人たちがいるなんて……>……</r>
adv_cidol-shro-3-000_03.txt,141,いままでシンプルに\n考えていたことが……,<r\=いままでシンプルに>迄今为止一直简单地</r>\r\n<r\=考えていたことが……>思考的事情……</r>
adv_cidol-shro-3-001_02.txt,32,きゅ、急にとんでもない会話が\n始まりましたわ……,<r\=きゅ、急にとんでもない会話が>呜、呜啊……突然就展开了不得了的对话</r>\r\n<r\=始まりましたわ……>了呀……</r>
adv_cidol-shro-3-001_02.txt,70,えっと……あたしが思う、\n広ちゃんの魅力はね～。,<r\=えっと……あたしが思う、>那个……我觉得啊，</r>\r\n<r\=広ちゃんの魅力はね～。>小广的魅力嘛～。</r>
adv_cidol-shro-3-001_02.txt,111,だけどあたし……\n広ちゃんのこと、大好きだよ。\n,<r\=だけどあたし……>可是我……</r>\r\n<r\=広ちゃんのこと、大好きだよ。>最喜欢小广你了。</r>
adv_cidol-shro-3-002_02.txt,19,ホラー映画と、そのメイキング映像など\nも用意しました。,<r\=ホラー映画と、そのメイキング映像など>我们准备了恐怖电影及其制作花絮视频等</r>\r\n<r\=も用意しました。>已准备完毕。</r>
adv_cidol-shro-3-002_02.txt,76,なんで先にメイキング映像から\n見せちゃったの？,<r\=なんで先にメイキング映像から>为什么先把幕后花絮视频</r>\r\n<r\=見せちゃったの？>放给我们看啊？</r>
adv_cidol-shro-3-002_03.txt,172,悪戯をされる側の気持ち、\n味わってもらおう。,<r\=悪戯をされる側の気持ち、>被恶作剧的人的心情，</r>\r\n<r\=味わってもらおう。>让你也尝尝吧。</r>
adv_cidol-shro-3-007_01.txt,68,『Campus mode!!』を\n知っていますか？,<r\=『Campus mode!!』を>『Campus mode!!』</r>\r\n<r\=知っていますか？>你知道吗？</r>
adv_cidol-shro-3-007_01.txt,135,……色々、込み上げるものが\nあったんです。,<r\=……色々、込み上げるものが>……心中，突然涌起了</r>\r\n<r\=あったんです。>种种复杂的情绪。</r>
adv_cidol-shro-3-007_02.txt,20,いまなら……激しいダンスのある曲も\n歌えそうな気がしてきた。,<r\=いまなら……激しいダンスのある曲も>现在的话……感觉就连带有激烈舞蹈</r>\r\n<r\=歌えそうな気がしてきた。>的歌曲也能唱了。</r>
adv_cidol-ssmk-3-001_01.txt,48,あたしは夏服を買いに行こうと\n思ってたんだよね！,<r\=あたしは夏服を買いに行こうと>我原本是打算</r>\r\n<r\=思ってたんだよね！>去买夏装的呢！</r>
adv_cidol-ssmk-3-001_01.txt,137,だよね！　あたしもこっちが良いと\n思ってたんだ～♪,<r\=だよね！　あたしもこっちが良いと>就是啊！我也觉得</r>\r\n<r\=思ってたんだ～♪>这样更好呢～♪</r>
adv_cidol-ssmk-3-007_02.txt,216,清夏ちゃんが急に諦めるなんて\n言い出した理由は――,<r\=清夏ちゃんが急に諦めるなんて>清夏突然说要放弃</r>\r\n<r\=言い出した理由は――>的理由是――</r>
adv_cidol-ttmr-3-002_01.txt,27,ハロウィンのステージで歌うことに\nなっていたはずですが。,<r\=ハロウィンのステージで歌うことに>原本预定是在万圣节舞台</r>\r\n<r\=なっていたはずですが。>演唱的呢。</r>
adv_cidol-ttmr-3-002_01.txt,50,衣装を自分たちで\n用意しなくちゃいけなくて……,<r\=衣装を自分たちで>服装必须由我们自己</r>\r\n<r\=用意しなくちゃいけなくて……>来准备……</r>
adv_cidol-ttmr-3-002_01.txt,57,適当に既製品を用意しようと\n思っていたんですけど……,<r\=適当に既製品を用意しようと>我本来打算随便准备点</r>\r\n<r\=思っていたんですけど……>现成的东西的……</r>
adv_cidol-ttmr-3-002_01.txt,89,もしも当日……手作り衣装が\n用意できなかったら……,<r\=もしも当日……手作り衣装が>如果当天……手作服装</r>\r\n<r\=用意できなかったら……>没能准备好的话……</r>
adv_cidol-ttmr-3-002_02.txt,15,クラスメイトに自慢できる衣装である\nこと。,<r\=クラスメイトに自慢できる衣装である>这是一套可以向同班同学炫耀的</r>\r\n<r\=こと。>服装。</r>
adv_cidol-ttmr-3-009_03.txt,99,私、みっしりした食感の食べ物が\n好きなんですけど。,<r\=私、みっしりした食感の食べ物が>我啊，就是喜欢</r>\r\n<r\=好きなんですけど。>口感扎实的食物。</r>
adv_cidol-ttmr-3-009_03.txt,164,最初に話そうとしていたエピソードを\n聞きたいのですが。,<r\=最初に話そうとしていたエピソードを>我想听您最初想要讲述的</r>\r\n<r\=聞きたいのですが。>那个故事。</r>
adv_csprt-2-0009_02.txt,115,は？　あなたと……勝負した\nつもりなんて……ない、けど……？,<r\=は？　あなたと……勝負した>哈？我和你……较量过</r>\r\n<r\=つもりなんて……ない、けど……？>什么的……并没有，不过……？</r>
adv_csprt-2-0018_02.txt,40,（……っ、な、なんなの～！\n　このフィジカルお化け……！）,<r\=（……っ、な、なんなの～！>（……呜、怎、怎么回事啊～！</r>\r\n<r\=　このフィジカルお化け……！）>　这个体能怪物……！）</r>
adv_csprt-3-0007_01.txt,5,（……ううぅ、新入生の入寮の\n歓迎会って聞いてきたけど……）,<r\=（……ううぅ、新入生の入寮の>（……呜呜，听说有新生入住的</r>\r\n<r\=歓迎会って聞いてきたけど……）>欢迎会，不过……）</r>
adv_csprt-3-0007_01.txt,19,（……人が大勢いる場所って苦手だな。\n清夏ちゃんもいないし……）,<r\=（……人が大勢いる場所って苦手だな。>（……人多的地方我实在应付不来。</r>\r\n<r\=清夏ちゃんもいないし……）>清夏也不在身边……）</r>
adv_csprt-3-0007_01.txt,23,（……でも、アイドルになるんだから、\n人見知りなんてしてちゃだめ）,<r\=（……でも、アイドルになるんだから、>（……不过既然要成为偶像，</r>\r\n<r\=人見知りなんてしてちゃだめ）>就不能怕生）</r>
adv_csprt-3-0007_01.txt,31,（……～っ、ゆ、勇気を出して、\nだ、誰かに声を……）,<r\=（……～っ、ゆ、勇気を出して、>（……～、鼓、鼓起勇气，</r>\r\n<r\=だ、誰かに声を……）>向、向某人搭话……）</r>
adv_csprt-3-0007_01.txt,47,――ふわあっ！？\nわ、わたし……ですか？,<r\=――ふわあっ！？>――哇啊！？</r>\r\n<r\=わ、わたし……ですか？>是、是我……吗？</r>
adv_csprt-3-0007_01.txt,54,すまない、驚かせてしまったね。\n可憐な花が咲いていたから、,<r\=すまない、驚かせてしまったね。>抱歉，吓到你了吧。</r>\r\n<r\=可憐な花が咲いていたから、>因为看到有可爱的花开了，</r>
adv_csprt-3-0007_01.txt,59,思わず声をかけてしまったよ。\n飲み物は大丈夫？,<r\=思わず声をかけてしまったよ。>我不由得叫住了你。</r>\r\n<r\=飲み物は大丈夫？>饮料没问题吗？</r>
adv_csprt-3-0007_01.txt,64,あ、ありがとうございます！\nええっと……,<r\=あ、ありがとうございます！>啊、谢谢您！</r>\r\n<r\=ええっと……>那个……</r>
adv_csprt-3-0007_01.txt,71,ああ、失敬。ボクは3年の有村麻央。\nこの寮の寮長をさせてもらってる。,<r\=ああ、失敬。ボクは3年の有村麻央。>啊，失礼了。我是三年级的有村麻央。</r>\r\n<r\=この寮の寮長をさせてもらってる。>目前担任这间宿舍的舍长。</r>
adv_csprt-3-0007_01.txt,79,セ、センパイ……！\n寮長さん！？,<r\=セ、センパイ……！>前、前辈……！</r>\r\n<r\=寮長さん！？>宿舍长！？</r>
adv_csprt-3-0007_01.txt,85,あ、あの、わたしは、リーリヤ。\n1年の葛城リーリヤです。,<r\=あ、あの、わたしは、リーリヤ。>啊，那个，我是莉莉娅。</r>\r\n<r\=1年の葛城リーリヤです。>一年级的葛城莉莉娅。</r>
adv_csprt-3-0007_01.txt,94,リーリヤ、美しい名前だね。\n海外――北欧の出身かな？,<r\=リーリヤ、美しい名前だね。>莉莉娅，真是个美丽的名字啊。</r>\r\n<r\=海外――北欧の出身かな？>你是来自海外——北欧地区吗？</r>
adv_csprt-3-0007_01.txt,100,は、はい……！\nスウェーデンから来ました。,<r\=は、はい……！>啊，是……！</r>\r\n<r\=スウェーデンから来ました。>我来自瑞典。</r>
adv_csprt-3-0007_01.txt,108,日本語、まだ上手じゃないですけど、\nよ、よろしくお願いします！,<r\=日本語、まだ上手じゃないですけど、>我的日语还不太熟练，不过</r>\r\n<r\=よ、よろしくお願いします！>那、那个……请多指教！</r>
adv_csprt-3-0007_01.txt,111,よろしく。せっかくの歓迎会だ。\n楽しんでいってくれたまえ。,<r\=よろしく。せっかくの歓迎会だ。>请多关照。难得举办的欢迎会。</r>\r\n<r\=楽しんでいってくれたまえ。>请好好享受吧。</r>
adv_csprt-3-0016_01.txt,20,全員、ひとりたりとも\n欠けることなく――,<r\=全員、ひとりたりとも>全员，一个都</r>\r\n<r\=欠けることなく――>不能少――</r>
adv_csprt-3-0022_02.txt,30,（どんな時でも、スマートかつ\n　優雅な王子様であるために……ん？）,<r\=（どんな時でも、スマートかつ>（无论何时，为了成为聪明且</r>\r\n<r\=　優雅な王子様であるために……ん？）>　优雅的王子……嗯？）</r>
adv_csprt-3-0023_02.txt,92,ふふ～、お父さんに学園のトレーニング\n設備の自慢をしたら、,<r\=ふふ～、お父さんに学園のトレーニング>呵呵～，向爸爸炫耀了学院的训练</r>\r\n<r\=設備の自慢をしたら、>设备了呢，</r>
adv_csprt-3-0034_01.txt,47,見て見て！　新しい秋物の\nルームウェア買っちゃった。,<r\=見て見て！　新しい秋物の>快看快看！新买的秋季</r>\r\n<r\=ルームウェア買っちゃった。>睡衣买回来啦！</r>
adv_csprt-3-0034_01.txt,90,私はアロマキャンドルを\nたまに使ってるよ。,<r\=私はアロマキャンドルを>我偶尔会使用</r>\r\n<r\=たまに使ってるよ。>芳香蜡烛哦。</r>
adv_csprt-3-0034_01.txt,104,本当？\nきっとその香りだね。,<r\=本当？>真的吗？</r>\r\n<r\=きっとその香りだね。>一定是那个香味吧。</r>
adv_csprt-3-0046_02.txt,61,この曲は初星学園そのものだと\n言っていい。,<r\=この曲は初星学園そのものだと>可以说这首歌本身就是</r>\r\n<r\=言っていい。>初星学园。</r>
adv_csprt-3-0046_02.txt,65,その代の生徒の出来を\n披露することに等しい。,<r\=その代の生徒の出来を>相当于将该届学生的成果</r>\r\n<r\=披露することに等しい。>展示于人前。</r>
adv_csprt-3-0054_03.txt,100,……これからは<r\=レジェンド>伝説の</r>マンモスさん\nって呼んだ方がいい？,<r\=……これからは伝説のマンモスさん>……今后是不是该称呼你为</r>\r\n<r\=って呼んだ方がいい？>传说中的猛犸象先生？</r>
adv_csprt-3-0054_03.txt,131,リーリヤは、自分の腕前をあまり\nひけらかしたくないタイプだったのね。,<r\=リーリヤは、自分の腕前をあまり>莉莉娅是属于不太想</r>\r\n<r\=ひけらかしたくないタイプだったのね。>炫耀自己本领的类型呢。</r>
adv_dear_amao_001.txt,151,ボクは可愛いアイドルになんて、\nなりたくない。,<r\=ボクは可愛いアイドルになんて、>我才不想成为什么可爱的偶像，</r>\r\n<r\=なりたくない。>一点都不想。</r>
adv_dear_amao_002.txt,207,麻央には、\n本当にいつも助けてもらってて、,<r\=麻央には、>麻央呢，</r>\r\n<r\=本当にいつも助けてもらってて、>总是经常帮助到我，</r>
adv_dear_amao_003.txt,43,かっこいい王子様になるって、\n決めたんです。,<r\=かっこいい王子様になるって、>要成为帅气的王子，</r>\r\n<r\=決めたんです。>我下定了决心。</r>
adv_dear_amao_004.txt,134,学園のトップアイドルたちのことを、\n思い出してください。,<r\=学園のトップアイドルたちのことを、>学园顶尖偶像们的那些事，</r>\r\n<r\=思い出してください。>请回想起来吧。</r>
adv_dear_amao_004.txt,136,それだけでトップに立っている人は、\nひとりもいないはずです。,<r\=それだけでトップに立っている人は、>仅凭这一点就能登上顶峰的人，</r>\r\n<r\=ひとりもいないはずです。>应该一个也不存在。</r>
adv_dear_amao_007.txt,62,ありがとうございます。\nプロデューサーのおかげです。,<r\=ありがとうございます。>非常感性您。</r>\r\n<r\=プロデューサーのおかげです。>都是制作人的功劳。</r>
adv_dear_amao_012.txt,144,SNSや動画での拡散も、\nこちら側が発信するよりも、,<r\=SNSや動画での拡散も、>在社交网络和视频平台上的传播，</r>\r\n<r\=こちら側が発信するよりも、>与我们主动发布信息相比，</r>
adv_dear_amao_012.txt,332,キミはまだ1年生なんだから、\n無理はせずに――,<r\=キミはまだ1年生なんだから、>你才一年级而已，</r>\r\n<r\=無理はせずに――>别太勉强自己——</r>
adv_dear_amao_014.txt,60,そういえば、\nボクをスカウトしたときも、,<r\=そういえば、>说起来，</r>\r\n<r\=ボクをスカウトしたときも、>当初招募我的时候也是，</r>
adv_dear_amao_014.txt,69,これまで、ボクをプロデュース\nしようとした人の中に、,<r\=これまで、ボクをプロデュース>迄今为止，在那些试图打造我</r>\r\n<r\=しようとした人の中に、>的人当中，</r>
adv_dear_amao_020.txt,112,麻央さんのイメージアートが\nプリントされたこのシャツも、,<r\=麻央さんのイメージアートが>印有麻央小姐形象艺术的</r>\r\n<r\=プリントされたこのシャツも、>这件T恤也，</r>
adv_dear_amao_020.txt,211,そういうこともあるんだって、\nわかったから……,<r\=そういうこともあるんだって、>我明白了，原来也会有这样的事情啊，</r>\r\n<r\=わかったから……>所以……</r>
adv_dear_fktn_002.txt,58,いきなりダメダメなところ\n見られちゃってぇ、,<r\=いきなりダメダメなところ>突然被你看到我</r>\r\n<r\=見られちゃってぇ、>不中用的一面了呢，</r>
adv_dear_fktn_003.txt,167,アルバイトを、すべてやめるわけには\nいかないはずです。,<r\=アルバイトを、すべてやめるわけには>打工呢，让我全部辞掉</r>\r\n<r\=いかないはずです。>是不可能的呢。</r>
adv_dear_fktn_003.txt,174,それを、見つけてきます。\nいえ、実は、もう見つけてあります。,<r\=それを、見つけてきます。>我会找到它的。</r>\r\n<r\=いえ、実は、もう見つけてあります。>不，其实已经找到了。</r>
adv_dear_fktn_005.txt,217,あたしのことホントに\n好きなんですかぁ！？,<r\=あたしのことホントに>你真的</r>\r\n<r\=好きなんですかぁ！？>喜欢我吗！？</r>
adv_dear_fktn_009.txt,82,あたしぃ、ジェットコースターに\n乗ってみたいです！,<r\=あたしぃ、ジェットコースターに>人家呢，好想坐</r>\r\n<r\=乗ってみたいです！>过山车啊！</r>
adv_dear_fktn_010.txt,86,学園に入るのにも、\nたくさんおカネがかかることとか……,<r\=学園に入るのにも、>要进入学院的话，</r>\r\n<r\=たくさんおカネがかかることとか……>还需要花很多钱之类的……</r>
adv_dear_fktn_013.txt,110,ことねを手に入れるのを\n諦めさせたのだもの。,<r\=ことねを手に入れるのを>要得到琴音这件事</r>\r\n<r\=諦めさせたのだもの。>可是你让我放弃的呀。</r>
adv_dear_fktn_014.txt,122,お気に入りのアイドルグッズを\n飾る祭壇よ。,<r\=お気に入りのアイドルグッズを>摆放着最爱偶像周边</r>\r\n<r\=飾る祭壇よ。>的祭坛。</r>
adv_dear_fktn_014.txt,131,あたしのグッズばっか\nなんですけどォ！？,<r\=あたしのグッズばっか>怎么全是我的</r>\r\n<r\=なんですけどォ！？>周边商品呀！？</r>
adv_dear_fktn_014.txt,153,（プロデューサー！　やっぱり誤解じゃ\nなかったんじゃねーの！？）,<r\=（プロデューサー！　やっぱり誤解じゃ>（制作人！这果然</r>\r\n<r\=なかったんじゃねーの！？）>不是误会吧！？）</r>
adv_dear_fktn_014.txt,161,（あたしこの家から\n無事に帰れんのかな……）,<r\=（あたしこの家から>（我能不能从这个家</r>\r\n<r\=無事に帰れんのかな……）>平安地回去呢……）</r>
adv_dear_fktn_014.txt,215,今日のミーティングは、\nこのグッズについての相談と――,<r\=今日のミーティングは、>今天的会议是，</r>\r\n<r\=このグッズについての相談と――>关于这个周边的商讨以及――</r>
adv_dear_fktn_014.txt,231,『N.I.A』で競い合うライバルたちに\nついて説明するわ。,<r\=『N.I.A』で競い合うライバルたちに>我来介绍一下在『N.I.A』中相互竞争的</r>\r\n<r\=ついて説明するわ。>对手们的相关信息。</r>
adv_dear_fktn_014.txt,239,映像に注目して頂戴。ことねが\n『N.I.A』の制覇を目指すにあたって、,<r\=映像に注目して頂戴。ことねが>请关注影像部分。琴音以</r>\r\n<r\=『N.I.A』の制覇を目指すにあたって、>称霸《N.I.A》为目标之际，</r>
adv_dear_fktn_014.txt,243,もっとも大きな障害となるのが、\n極月学園のアイドルたちよ。,<r\=もっとも大きな障害となるのが、>最大的障碍就是，</r>\r\n<r\=極月学園のアイドルたちよ。>极月学园的偶像们。</r>
adv_dear_fktn_014.txt,296,初星学園をライバル視している……\nって噂は聞いてます。,<r\=初星学園をライバル視している……>将初星学园视为竞争对手……</r>\r\n<r\=って噂は聞いてます。>我听说过这样的传闻。</r>
adv_dear_fktn_014.txt,321,要所となるオーディションには、\n精鋭を複数人送りこんでくるのよ。,<r\=要所となるオーディションには、>要参加关键的选拔，</r>\r\n<r\=精鋭を複数人送りこんでくるのよ。>可是会派出多名精锐人员过来的哦。</r>
adv_dear_fktn_014.txt,327,うわ露骨……絶対勝てないじゃん……\nそんなの……,<r\=うわ露骨……絶対勝てないじゃん……>这也太露骨了吧……绝对赢不了的啊……</r>\r\n<r\=そんなの……>这也太……</r>
adv_dear_fktn_015.txt,140,オーディションに向けて、\nファンを増やしていこうという話です。,<r\=オーディションに向けて、>说的是为了试镜，</r>\r\n<r\=ファンを増やしていこうという話です。>要不断增加粉丝这件事呢。</r>
adv_dear_fktn_015.txt,146,超アウェーだし、プロデューサーが\nなかなか帰ってこないからぁ。,<r\=超アウェーだし、プロデューサーが>超客场的感觉，而且制作人</r>\r\n<r\=なかなか帰ってこないからぁ。>迟迟不回来啊。</r>
adv_dear_fktn_020.txt,125,藤田家の超色々祝賀パーティに\n出席してください！！,<r\=藤田家の超色々祝賀パーティに>请务必出席藤田家的超豪华庆祝派对</r>\r\n<r\=出席してください！！>！！</r>
adv_dear_hrnm_004.txt,161,少なくとも、素質を見抜く目はある、\nプロデューサーなんだろうけど。,<r\=少なくとも、素質を見抜く目はある、>至少，他确实有识别才能的眼光，</r>\r\n<r\=プロデューサーなんだろうけど。>应该是个制作人吧。</r>
adv_dear_hrnm_008.txt,114,……たいした熱じゃ、ありません。\nこのくらい……,<r\=……たいした熱じゃ、ありません。>……不是什么严重的发烧。</r>\r\n<r\=このくらい……>这点程度……</r>
adv_dear_hrnm_011.txt,51,最後のチャンスに\nなるかもしれません。,<r\=最後のチャンスに>这可能会成为</r>\r\n<r\=なるかもしれません。>最后的机会。</r>
adv_dear_hrnm_011.txt,68,姫崎さんはめざましい成長を\n遂げていますが、,<r\=姫崎さんはめざましい成長を>姬崎小姐虽然取得了</r>\r\n<r\=遂げていますが、>显著的成长，</r>
adv_dear_hrnm_011.txt,144,姫崎さんのアイドルとしての魅力を、\nこれまで以上に高める必要があります。,<r\=姫崎さんのアイドルとしての魅力を、>必须进一步提升姬崎作为偶像的魅力，</r>\r\n<r\=これまで以上に高める必要があります。>使其超越以往的水平。</r>
adv_dear_hrnm_012.txt,393,ライバル校のアイドルを潰そうと\n画策しているって噂があるわ。,<r\=ライバル校のアイドルを潰そうと>有传闻说他们正密谋要</r>\r\n<r\=画策しているって噂があるわ。>搞垮对手学校的偶像。</r>
