文件名,问题描述,原文,译文
adv_pevent_001_kllj_school_005.txt,应使用日式引号'『』'保持一致,　いけない』という意味じゃない。,"　所以不应该帮助""的意思。"
adv_pevent_001_kllj_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,答えは『自分のためになるから』だ。,"正确答案是""因为会回报自己""。"
adv_pevent_001_kllj_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『アイドル』の語源は英語の『Idol』。,"""偶像""的词源是英语的""Idol""。"
adv_pevent_001_kllj_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,Idolには『偶像』や『崇拝される人』,"Idol有""偶像""和""被崇拜的人"""
adv_pevent_001_kllj_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,Idolには『偶像』や『崇拝される人』,"Idol有""偶像""和""被崇拜的人"""
adv_pevent_001_kllj_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,Idolには『偶像』や『崇拝される人』,"Idol有""偶像""和""被崇拜的人"""
adv_pevent_001_kllj_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,そこから転じて『憧れの人』も。,"由此引申为""憧憬的对象""。"
adv_pevent_001_kllj_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,なぜ最後の人を『トリ』と呼ぶのか,知道为什么把最后出场的人
adv_pevent_001_kllj_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,そもそも『鳥』じゃないんですよ。,"但其实并不是""鸟""的意思哦。"
adv_pevent_001_kllj_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,正解は『お金の総取り』。,"正确答案是""收钱的总管""。"
adv_pevent_001_kllj_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,正解は『お金の総取り』。,"正确答案是""收钱的总管""。"
adv_pevent_001_kllj_school_010.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『極夜』という自然現象。,"一种叫""极夜""的自然现象。"
adv_pevent_001_shro_activity_003.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『好かれるポイント』とでも,或许可以称之为
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『羽』と数える。,"用""羽""来计数。"
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『杯』と数える動物はなんだ？,"用""杯""来计数的动物是什么？"
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ハシビロコウは『羽』だな。,"鲸头鹳是用""羽""计数的。"
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『人』の他に何がある？,"除了""人""还有什么？"
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,死んだら『体』？,"死后用""体""？"
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,……『名』だ。,"……是""名""。"
adv_pevent_001_ssmk_school_005.txt,句末应使用句号'。'而非英文句点'.',1.9999……となる。,1.9999……
adv_pevent_001_ssmk_school_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,そのなかで、実際には『ない』,其中哪个是实际上
adv_pevent_001_ttmr_school_007.txt,应使用全角感叹号'！'而非半角'!',グループ『SyngUP!』。,团体『SyngUP!』。
adv_pevent_001_ttmr_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ちなみに『Sync up』との,顺便一提，这个名字还包含了
adv_pevent_001_ttmr_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,こちらは『同調する』『同期する』,后者带有「协调一致」「同步」
adv_pevent_001_ttmr_school_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,……インドにも『県』という区分が,……你倒是知道印度也有
adv_pevent_002_amao_sales_2-004-01.txt,应使用日式引号'『』'保持一致,『自分を好きになるにはどうすれば,"关于""怎样才能喜欢上自己"""
adv_pevent_002_amao_sales_2-004-01.txt,应使用日式引号'『』'保持一致,いいですか』っていう相談か……,这个咨询啊……
adv_pevent_002_amao_sales_2-004-02.txt,应使用日式引号'『』'保持一致,『自分を好きになるにはどうすれば,"""怎样才能喜欢上自己呢"""
adv_pevent_002_amao_sales_2-004-02.txt,应使用日式引号'『』'保持一致,いいですか』っていう相談か……,这种咨询啊……
adv_pevent_002_fktn_sales_2-006-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ズバリ、『ハチドリ』ですっ！,"直截了当说——""蜂鸟""！"
adv_pevent_002_fktn_sales_2-006-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ズバリ、『ハチドリ』ですっ！,"直接告诉你吧，是""蜂鸟""哦！"
adv_pevent_002_hski_sales_1-002-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ここが『N.I.A』の,"这里就是""N.I.A""的"
adv_pevent_002_hski_sales_2-004-02.txt,应使用日式引号'『』'保持一致,『ライバルに負けるのが怖くて,"""害怕输给竞争对手"
adv_pevent_002_hski_sales_2-004-02.txt,应使用日式引号'『』'保持一致,　チャレンジできません』,"不敢挑战"""
adv_pevent_002_jsna_sales_1-005-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『セロリ汁』ってことよね。,"该说是""芹菜汁""吧……"
adv_pevent_002_jsna_sales_1-005-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『1000回振り出しても苦い』って意味,"据说名字意思是""冲泡千次仍苦涩"""
adv_pevent_002_jsna_sales_1-005-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『セロリ汁』ってことよね。,"这不就是""芹菜汁""嘛……"
adv_pevent_002_jsna_sales_1-005-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『1000回振り出しても苦い』って意味,"据说意思是""冲泡一千次依然苦涩""……"
adv_pevent_002_jsna_sales_2-002-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』に合わせて祭りを開くそう,"听说要配合""N.I.A""举办庆典活动……"
adv_pevent_002_jsna_sales_2-003-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『あれ』を始めようかしら……,"要不要开始做""那个""呢……"
adv_pevent_002_jsna_sales_2-006-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』に向けて、みんなにも,为了《FINALE》，让大家
adv_pevent_002_jsna_sales_2-006-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』に向けて、みんなにも,为了《FINALE》，让大家一起
adv_pevent_002_jsna_sales_3-001-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『かわいく』撮りなさい。,"记得要拍得""可爱""一点哦。"
adv_pevent_002_jsna_sales_3-001-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『楽しそう』じゃない。,"这可不是""看起来很开心"""
adv_pevent_002_jsna_sales_3-001-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『かわいく』撮りなさい。,"记得要拍得""可爱""一点哦。"
adv_pevent_002_jsna_sales_3-001-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『楽しそう』じゃない。,"这可不是""开心玩耍""哦。"
adv_pevent_002_jsna_sales_4-004-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,さすが『先輩』。,"不愧是""前辈""。"
adv_pevent_002_jsna_sales_4-004-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,さすが『先輩』。,"不愧是""前辈""。"
adv_pevent_002_kcna_sales_1-003-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『しゅわしゅわ』がバズった……,「气泡感」成了热门话题……
adv_pevent_002_kcna_sales_1-003-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『しゅわしゅわ』がバズった……,「气泡感」成了热门话题……
adv_pevent_002_kcna_sales_1-003-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『しゅわしゅわ』がバズった……,「气泡感」成了热门话题……
adv_pevent_002_ssmk_sales_2-004-01.txt,应使用日式引号'『』'保持一致,どれどれ……『仲の良かった友達に,"让我看看……""曾经要好的朋友"
adv_pevent_002_ssmk_sales_2-004-01.txt,应使用日式引号'『』'保持一致,勉強で置いていかれてしまいました』,"在学业上超越了我""……"
adv_pgrowth_001_fktn_02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ことねちゃん、あなた『持ってる』わ。,"琴音酱，你真是""天赋异禀""呢。"
adv_pstory_001_amao_after-step-1-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,麻央さん。それでは『幸福の王子』,麻央。这样下去你会变成
adv_pstory_001_amao_after-step-1-normal-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,歌劇『ローゼンヌの薔薇』の主人公、,歌剧《罗森内的蔷薇》里
adv_pstory_001_amao_after-step-2-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『ロミオとジュリエット』の台詞を。,《罗密欧与朱丽叶》的台词吧。
adv_pstory_001_fktn_after-audition-final-failure-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,だけどまだ『次』がある,但只要还有
adv_pstory_001_fktn_after-audition-final-failure-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『次の機会』など幾らでも用意します。,"""下次机会""要多少有多少。"
adv_pstory_001_fktn_after-audition-final-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,それが『藤田ことね』の,这才是
adv_pstory_001_fktn_after-step-2-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『稼げるあたし』になるための、,可是为了成为
adv_pstory_001_hski_after-audition-final-normal-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,今日より『上』の,我会让你见识到比今天
adv_pstory_001_hski_after-audition-final-normal-04.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『次』に切り替える,现在还不是
adv_pstory_001_hski_after-audition-final-normal-04.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『今』、より良い結果を,现在只想着
adv_pstory_001_hski_after-step-2-normal-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,新しい『アイドルとしての身体』を、,还没能完全驾驭
adv_pstory_001_hski_after-step-2-normal-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『アイドルとしての身体づくり』は、,「打造偶像体型」的计划
adv_pstory_001_hume_after-audition-final-normal-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『勝つ』って、やっぱりいいですね！,「胜利」果然是最棒的感觉呢！
adv_pstory_001_hume_after-audition-final-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,もっとも近い『次』は――,"距离最近的""下次""是——"
adv_pstory_001_hume_after-audition-final-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,勝ちたいなら『これだけ』……と、,"想赢的话，就设定好""只做到这种程度""……"
adv_pstory_001_hume_after-audition-mid-normal-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『スタートダッシュが苦手』な,"你克服了""起步较慢""这个"
adv_pstory_001_hume_after-audition-mid-normal-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『超晩成型』。,"""大器晚成者""的最大弱点。"
adv_pstory_001_hume_ending-normal-05.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『あたしの負け』は禁止です。,"禁止说""都怪我""这种话。"
adv_pstory_001_jsna_after-audition-mid-normal-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『それ』こそが、最近の私が上手く,"或许""那份可爱""正是导致最近"
adv_pstory_001_jsna_after-step-1-normal-02.txt,应使用日式引号'『』'保持一致,私はいまも、『一番星』に,现在的我依然能展现
adv_pstory_001_kcna_after-step-2-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,言い方を変えれば『いまのところ普通』,换种说法就是「目前还很普通」
adv_pstory_001_shro_after-audition-final-normal-04.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,この程度では『うまくいった』と,所以必须明确表示
adv_pstory_001_ttmr_after-audition-mid-failure-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『次』はどうするか――,下次要怎么做——
adv_pstory_001_ttmr_after-audition-mid-normal-04.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,もちろん『早くなんとかする』ための,"当然是关于""赶快想办法""的"
adv_pstory_001_ttmr_before-audition-mid-normal-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,本番前に『好きな歌』を聴いて,上场前在听《最喜欢的歌》
adv_pstory_001_ttmr_ending-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,それと……私が『甘いもの好き』だと,还有……您是不是觉得
adv_pstory_002_amao_ending-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,それだけでも『N.I.A』に参加した,光是这些收获就已经证明
adv_pstory_002_cmmn_world-explanation.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』の公開オーディションを,想要参加最终日
adv_pstory_002_cmmn_world-explanation.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,すなわち担当アイドルの『N.I.A』での,也就是提升负责偶像在赛事中的
adv_pstory_002_fktn_after-audition-b-normal-02.txt,应使用日式引号'『』'保持一致,『H.I.F』当日は？　,那《H.I.F》当天呢？
adv_pstory_002_fktn_before-audition-a-normal-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,（……彼女が『出張』を恐れる理由。,"（……她害怕""出差""的理由。"
adv_pstory_002_hrnm_after-audition-mid-failure-01.txt,应使用日式引号'『』'保持一致,『H.I.F』に出場する,参加《H.I.F》的
adv_pstory_002_hski_after-audition-a-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,咲季さんの『実力』ですよ。,"这就是咲季小姐的""真正实力""啊。"
adv_pstory_002_hski_after-audition-b-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,世界一の『アイドルの才能』を,天生就拥有世界第一的
adv_pstory_002_hume_after-audition-a-normal-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『圧倒的な力で打ち負かす』……,「用压倒性的力量击败对手」……
adv_pstory_002_hume_before-audition-a-normal-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『この調子』って言いますけども！,"说什么""这个势头""啊！"
adv_pstory_002_jsna_after-audition-a-normal-02.txt,应使用日式引号'『』'保持一致,『知名度がもっとも低い,可是「知名度最低的
adv_pstory_002_jsna_after-audition-a-normal-02.txt,应使用日式引号'『』'保持一致,トップアイドル』だもの。,顶级偶像」呢。
adv_pstory_002_jsna_after-audition-b-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,彼女の『初星潰し』は、今後も,"她的""初星狙击""行动"
adv_pstory_002_jsna_after-audition-b-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『極月潰し』を！,"""极月狙击""计划！"
adv_pstory_002_jsna_after-audition-b-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,相手方の『票』を削り、同胞の優勝を,"削减对方的""票数""，从而支持"
adv_pstory_002_jsna_before-audition-b-normal-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』で『初星潰し』を,据说正在『N.I.A』进行
adv_pstory_002_kcna_before-audition-a-normal-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『初星学園の生徒』という……,肩负着……
adv_pstory_002_kcna_before-audition-b-normal-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,目標は『FINALE』での,我们的目标可是在《FINALE》
adv_pstory_002_kllj_after-audition-final-failure-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ここはまだ、『途中』ですよ。,"这里还只是""中途站""哦。"
adv_pstory_002_shro_after-audition-a-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』で優勝しろって言われてる。,"要在""N.I.A""大赛上夺冠。"
adv_pstory_002_shro_after-audition-a-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,いいね、『N.I.A』。,"真好啊，""N.I.A""。"
adv_pstory_002_ssmk_after-audition-a-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』目指すんなら、,既然目标是《FINALE》，
adv_pstory_002_ttmr_after-audition-a-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,この『ファンの奪い合い』こそが、,"这种""争夺粉丝""的机制，"
adv_pstory_002_ttmr_after-audition-a-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』という大会の特徴であり、,"正是""N.I.A""大赛的特色"
adv_pstory_002_ttmr_after-audition-a-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』で優勝する頃には、,"等到""N.I.A""夺冠的时候，"
adv_pstory_002_ttmr_after-audition-a-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『NEXT IDOL AUDITION』ですから。,"""NEXT IDOL AUDITION""啊。"
adv_pstory_002_ttmr_after-audition-a-normal-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『難易度が低いオーディション』など,这可不是什么
adv_pstory_002_ttmr_after-audition-a-normal-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』を制することなんて、,更别说要战胜
adv_pstory_002_ttmr_after-audition-final-normal-01.txt,应使用全角感叹号'！'而非半角'!',元『SyngUp!』のメンバーです。,前『SyngUp!』的成员们。
adv_pstory_002_ttmr_after-audition-mid-failure-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『服にゴミが付いてましたよ』、,"简直像是说""你衣服沾到灰尘了"""
adv_pstory_002_ttmr_before-audition-a-normal-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ファン投票を獲得し、『N.I.A』,获取粉丝投票
adv_unit_01-01_11.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,（『もっと頑張れ』なんて声を掛けられたのは……）,"（上次被人说""要更努力""……）"
adv_unit_01-01_12.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,言ってたわよね『仲間が役立たずだから抜けた』って。,"你说过吧""因为队友太没用就退出了""。"
adv_unit_01-02_01.txt,省略号应使用'……'而非'...',まずは、4月のH.I.F選抜試験！,首先是四月的H.I.F选拔考试！
adv_unit_01-02_02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,花海が『先輩』って……あなたのことを。,"花海叫你""前辈""……"
adv_unit_01-02_14.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『お姉ちゃんの料理は美味しいね』って。,"她说""姐姐做的饭最好吃了""。"
adv_unit_01-02_15.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『えっ？』じゃねーし。,"""诶""什么诶啊。"
adv_unit_01-03_03.txt,省略号应使用'……'而非'...',H.I.F選抜試験の結果は履歴書に記載され、,H.I.F选拔考试的结果会记录在履历里，
adv_unit_01-03_04.txt,省略号应使用'……'而非'...',夏と冬のH.I.Fを連覇した昨年度の覇者。,去年夏冬两季H.I.F的连霸冠军。
adv_unit_01-03_05.txt,应使用日式引号'『』'保持一致,『H.I.F』って、夏にあるんですよね？,「H.I.F」是在夏天举办对吧？
adv_unit_01-03_09.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『可能性を見せろ』って、そういう意味じゃないよね？,「展现出可能性」应该不是这个意思吧？
adv_unit_01-03_10.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『ユニット名の由来を当てる』じゃなくて、,"这好像不是""猜组合名由来""，"
adv_unit_01-03_10.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『ユニット名の由来を決める』になってない？,"变成""决定组合名由来""了吧？"
adv_unit_01-03_10.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,みんなにきっちり『お返し』してやれる。,"想要好好""回报""所有支持我们的人。"
adv_unit_01-04_03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,星南先輩の『理想のアイドルユニット』って？,"星南前辈所说的""理想偶像团体""是？"
adv_unit_01-04_03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,私と、佑芽と、美鈴。3人の『個の力』で魅せる歌。,"由我、佑芽和美铃。用三人的""个人实力""演绎的歌曲。"
adv_unit_01-04_04.txt,句末应使用句号'。'而非英文句点'.',けっこーありそうですよね、あたしたち。,能参加H.I.F正赛的吧？
adv_unit_01-04_04.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,曲名は『雨上がりのアイリス』,曲名是《雨后的鸢尾花》
adv_unit_01-04_05.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『雨上がりのアイリス』のお披露目するんだろ。,要向大家展示《雨后的鸢尾花》啊。
adv_unit_01-04_11.txt,句末应使用句号'。'而非英文句点'.',初めての早朝ミーティングになります。,主要讨论关于H.I.F正赛的方针确认等事项……
adv_unit_01-04_13.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『くらい』で済まされることじゃないけどね。,"这可不是用""至少""就能形容的水准哦。"
adv_unit_01-04_13.txt,应使用全角感叹号'！'而非半角'!',SyngUp!のライブ映像です。,SyngUp!的演唱会录像。
adv_unit_01-04_14.txt,省略号应使用'……'而非'...',さあ、ついにH.I.Fが近づいてきたわ。,看啊，H.I.F终于临近了。
adv_unit_01-04_14.txt,省略号应使用'……'而非'...',H.I.Fはこの3人で勝ちにいくわ。,H.I.F将由我们三人全力争胜。
adv_unit_01-04_15.txt,省略号应使用'……'而非'...',H.I.F本戦、当日の朝よ。,H.I.F决赛当天的早上了。
adv_unit_01-04_17.txt,应使用全角感叹号'！'而非半角'!',SyngUp!、大喧嘩して解散したじゃん。,SyngUp!不就因为大吵一架解散了吗？
